order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
2396,261,565,2,703.05,8928.2,2021-07-21,61146 Chinook Point,credit card,pending
2397,972,231,73,761.86,2619.49,2022-05-23,29482 Golf View Trail,PayPal,processing
2398,246,605,67,888.15,9793.73,2021-01-09,560 Gale Trail,credit card,pending
2399,447,813,38,418.49,3871.78,2022-01-29,321 Menomonie Circle,PayPal,shipped
2400,666,604,18,204.4,5750.27,2021-01-20,834 Bluejay Way,Apple Pay,delivered
2401,745,171,37,35.7,2861.02,2022-08-02,65 Brown Alley,PayPal,processing
2402,437,959,58,262.52,4625.47,2022-03-14,3 2nd Way,PayPal,shipped
2403,397,158,14,739.99,4321.64,2022-02-07,476 Sugar Circle,PayPal,processing
2404,528,664,35,855.16,4946.82,2022-12-15,4 Summit Point,credit card,shipped
2405,837,720,81,756.04,890.58,2020-07-01,3 Clove Way,credit card,delivered
2406,518,769,20,654.08,5090.02,2022-11-09,68299 Northwestern Park,Apple Pay,shipped
2407,929,763,27,870.94,9584.73,2022-09-15,48 Onsgard Court,Apple Pay,pending
2408,354,979,36,365.17,6465.71,2022-01-16,4 Memorial Avenue,Apple Pay,pending
2409,157,145,100,49.09,1194.05,2022-07-11,81 Jenifer Hill,credit card,processing
2410,346,838,88,392.83,6575.94,2022-08-04,24956 Talmadge Crossing,PayPal,shipped
2411,785,450,82,635.13,5519.15,2020-04-29,85 Roxbury Avenue,PayPal,delivered
2412,539,125,15,17.56,9894.58,2021-08-25,9 Bayside Road,Apple Pay,shipped
2413,606,455,67,519.04,7584.5,2022-12-11,6065 South Street,credit card,pending
2414,653,825,51,510.37,1822.1,2020-12-16,86870 Green Ridge Road,Apple Pay,processing
2415,158,248,50,248.76,2624.28,2022-12-05,7885 Eagle Crest Court,PayPal,pending
2416,176,90,74,180.62,3239.99,2022-11-23,6 Farwell Park,credit card,pending
2417,836,167,23,986.85,6233.33,2022-03-31,8 Surrey Street,PayPal,delivered
2418,442,828,19,507.02,6057.71,2020-08-09,4013 Surrey Way,credit card,shipped
2419,724,759,29,837.97,8202.17,2020-05-27,7542 Commercial Plaza,Apple Pay,processing
2420,60,393,51,558.99,8858.0,2022-05-05,21532 Fair Oaks Junction,PayPal,pending
2421,109,870,39,456.59,9851.71,2021-09-04,363 Ronald Regan Alley,PayPal,processing
2422,178,64,6,848.03,9596.71,2022-02-23,00 Buhler Lane,Apple Pay,delivered
2423,207,512,95,231.18,7780.75,2020-09-21,9829 Duke Crossing,Apple Pay,processing
2424,670,927,85,854.93,9926.97,2021-08-20,08491 Sheridan Circle,credit card,shipped
2425,947,513,98,912.06,8460.84,2022-04-14,98051 Village Green Lane,credit card,pending
2426,627,552,2,681.11,1522.93,2020-09-17,24754 Brentwood Plaza,credit card,pending
2427,931,936,66,502.7,3100.69,2022-07-14,814 Monterey Circle,Apple Pay,shipped
2428,387,50,69,283.02,6914.24,2022-05-24,08 Buhler Crossing,PayPal,processing
2429,424,827,64,70.55,3868.56,2020-07-28,5 Messerschmidt Lane,Apple Pay,pending
2430,68,5,71,953.06,275.25,2021-03-29,80275 Brown Lane,PayPal,pending
2431,105,706,87,832.41,3947.49,2021-08-02,87460 Kenwood Drive,PayPal,delivered
2432,816,493,46,660.08,4461.06,2020-01-20,515 Elmside Pass,credit card,shipped
2433,371,740,33,91.02,2428.0,2020-08-05,186 Farwell Center,Apple Pay,processing
2434,238,787,100,818.78,2166.66,2022-07-15,4 Bluestem Drive,credit card,pending
2435,505,673,90,339.1,8293.33,2020-01-18,8 Arizona Terrace,PayPal,processing
2436,86,594,76,640.84,5284.7,2020-10-04,99111 North Junction,PayPal,pending
2437,182,751,74,382.37,9408.5,2021-07-11,061 International Hill,PayPal,shipped
2438,571,491,49,888.26,5090.11,2020-05-03,87299 Sunfield Lane,Apple Pay,delivered
2439,327,690,23,350.57,5117.95,2021-04-19,1 Menomonie Avenue,PayPal,pending
2440,54,662,1,14.29,7447.0,2020-09-09,368 Upham Road,Apple Pay,delivered
2441,981,520,79,269.96,4170.09,2021-04-28,097 Talisman Alley,PayPal,pending
2442,91,214,68,156.43,73.66,2020-08-22,2 Talisman Street,credit card,pending
2443,691,666,66,450.44,1495.26,2021-07-08,90 Anthes Point,PayPal,delivered
2444,144,460,39,392.25,190.25,2022-11-29,00 Sunfield Avenue,PayPal,processing
2445,807,11,51,554.23,5226.33,2021-11-21,80 Rieder Center,PayPal,delivered
2446,150,367,48,110.84,6958.73,2022-11-08,7249 Packers Court,PayPal,pending
2447,645,854,60,329.51,3019.85,2021-07-21,5240 Mockingbird Terrace,credit card,pending
2448,684,199,63,422.61,3883.31,2020-11-10,54538 Carioca Plaza,Apple Pay,processing
2449,248,597,47,380.19,4478.51,2021-07-08,79 Atwood Court,Apple Pay,delivered
2450,757,310,24,52.82,6187.16,2022-10-29,7 Lakeland Terrace,PayPal,pending
2451,559,222,46,728.6,9764.84,2020-02-03,430 3rd Circle,PayPal,pending
2452,100,737,91,198.16,1450.29,2021-03-02,6254 Eagle Crest Park,credit card,shipped
2453,682,70,23,515.1,4362.58,2022-02-26,015 Del Mar Hill,credit card,pending
2454,860,583,90,181.54,8981.09,2021-08-20,98198 High Crossing Street,Apple Pay,pending
2455,25,344,8,464.08,6358.69,2022-12-12,38385 Larry Court,Apple Pay,shipped
2456,543,251,66,35.94,540.76,2020-03-04,8512 Dapin Place,PayPal,delivered
2457,620,9,14,402.69,8528.34,2021-07-24,03 Basil Way,credit card,shipped
2458,304,83,76,311.05,731.14,2021-02-05,14 Northridge Parkway,PayPal,pending
2459,239,481,32,395.49,5401.17,2022-12-12,04 Harbort Lane,PayPal,delivered
2460,604,400,57,151.32,4735.39,2021-07-15,98 Service Plaza,Apple Pay,shipped
2461,254,48,17,135.44,9070.99,2020-03-14,025 Crownhardt Road,Apple Pay,pending
2462,145,707,69,291.13,7888.15,2020-06-14,5 Pearson Place,PayPal,pending
2463,650,863,15,486.94,2008.65,2020-12-15,94066 Clyde Gallagher Place,PayPal,processing
2464,633,511,69,131.88,1268.88,2022-11-20,82 Grayhawk Plaza,PayPal,pending
2465,344,796,30,690.08,1843.9,2021-02-10,7 Vermont Street,credit card,shipped
2466,106,704,36,496.56,5717.09,2021-02-21,4 Orin Alley,Apple Pay,processing
2467,141,458,10,222.38,4192.58,2020-01-09,6 Hanson Hill,Apple Pay,delivered
2468,460,651,96,792.5,507.35,2022-07-16,8 Sauthoff Crossing,credit card,pending
2469,33,156,35,683.94,7225.12,2022-07-15,5302 Maywood Court,PayPal,pending
2470,1,872,19,174.39,115.78,2021-01-31,1285 Clemons Center,credit card,delivered
2471,469,314,74,665.24,5261.57,2022-04-11,593 Hovde Avenue,credit card,pending
2472,288,555,35,848.59,6182.12,2021-02-21,00 Mayfield Crossing,PayPal,delivered
2473,762,471,73,185.92,3946.93,2020-11-17,4095 1st Avenue,Apple Pay,pending
2474,945,350,47,189.89,5920.99,2021-07-26,76218 Northwestern Alley,PayPal,pending
2475,381,790,62,93.84,6030.6,2022-09-19,11567 Blue Bill Park Alley,credit card,processing
2476,193,505,28,6.19,7520.41,2020-11-05,641 Old Gate Terrace,credit card,processing
2477,991,696,51,990.72,676.28,2021-06-23,308 Onsgard Drive,PayPal,pending
2478,885,184,24,40.44,3533.55,2020-07-21,62053 Stone Corner Alley,credit card,delivered
2479,912,17,24,72.76,8710.13,2020-08-14,66653 Green Road,PayPal,processing
2480,909,833,31,287.54,4011.93,2022-11-22,74 Stephen Plaza,PayPal,processing
2481,651,671,74,271.32,4607.3,2020-02-13,9 Claremont Point,Apple Pay,delivered
2482,244,631,62,903.54,1036.24,2021-01-24,9 Division Trail,PayPal,processing
2483,389,809,33,467.76,5457.85,2022-02-02,484 Caliangt Lane,credit card,delivered
2484,648,405,78,109.93,604.17,2021-06-09,4262 Barby Road,credit card,pending
2485,425,95,100,469.54,5034.09,2020-10-07,32551 Waxwing Pass,credit card,delivered
2486,508,562,38,405.89,3601.02,2020-11-07,7212 Schurz Plaza,Apple Pay,processing
2487,17,303,42,277.47,5955.85,2021-12-10,7 Vahlen Park,PayPal,delivered
2488,165,478,71,217.2,8274.54,2021-04-22,11512 Del Mar Avenue,credit card,shipped
2489,162,776,96,64.95,9032.38,2020-03-04,235 Shopko Road,credit card,pending
2490,803,644,10,809.74,3673.15,2020-06-13,758 Burning Wood Road,PayPal,processing
2491,77,407,86,106.28,8297.43,2021-03-22,36288 Ryan Crossing,PayPal,processing
2492,821,669,37,276.39,2642.87,2020-09-26,47457 Johnson Road,Apple Pay,shipped
2493,697,798,67,143.01,7272.27,2022-05-17,417 Marquette Hill,PayPal,shipped
2494,751,72,96,275.2,3496.7,2021-04-02,25 Mcguire Alley,Apple Pay,shipped
2495,136,544,33,49.71,5496.41,2022-09-09,9 Mallard Plaza,Apple Pay,processing
2496,832,744,7,636.95,6298.52,2021-09-19,24949 Kedzie Way,credit card,shipped
2497,40,348,39,434.91,8472.57,2021-12-02,54204 American Ash Point,Apple Pay,shipped
2498,196,937,29,202.38,4109.04,2020-09-02,3 1st Alley,Apple Pay,delivered
2499,985,454,100,425.88,4002.27,2021-07-21,843 Bluestem Pass,Apple Pay,processing
2500,853,703,84,634.48,56.22,2022-04-16,97 Shopko Junction,PayPal,processing
2501,287,692,12,933.19,8514.67,2022-02-11,93093 Nova Alley,credit card,processing
2502,163,639,92,393.22,9809.05,2020-01-04,3360 Bonner Alley,credit card,delivered
2503,744,630,52,422.44,2910.74,2020-06-15,7 Glendale Crossing,PayPal,shipped
2504,281,287,77,236.02,4312.51,2022-11-22,154 Farragut Crossing,credit card,processing
2505,789,571,33,404.74,370.37,2022-11-02,0 Buell Way,Apple Pay,pending
2506,750,606,46,382.79,2566.88,2020-05-01,4 Carey Trail,PayPal,processing
2507,406,634,40,573.06,9775.73,2020-04-22,2726 Stuart Road,PayPal,delivered
2508,496,986,50,378.09,2110.14,2020-07-08,4278 Namekagon Way,credit card,shipped
2509,874,884,95,906.8,7256.79,2021-03-03,32 Marquette Crossing,PayPal,delivered
2510,384,506,48,489.92,1399.98,2020-06-03,14529 Ohio Center,Apple Pay,processing
2511,467,291,85,759.52,3837.86,2022-04-10,875 Lakewood Gardens Way,Apple Pay,processing
2512,398,904,60,968.94,6723.54,2021-09-16,16430 Veith Crossing,Apple Pay,shipped
2513,794,568,97,136.28,4788.07,2022-05-13,3735 Fairview Avenue,credit card,pending
2514,210,573,36,25.39,2912.93,2022-10-11,9060 Esker Place,Apple Pay,pending
2515,376,6,8,328.79,5051.38,2022-06-02,5531 Hauk Alley,PayPal,processing
2516,382,25,2,705.63,3223.78,2021-03-29,04587 Manitowish Drive,Apple Pay,delivered
2517,973,873,43,896.0,5854.01,2022-03-15,86 Di Loreto Junction,Apple Pay,processing
2518,628,874,9,479.07,5769.56,2022-07-30,640 Holy Cross Trail,credit card,shipped
2519,307,820,28,3.37,8148.52,2021-09-20,43 Warrior Street,credit card,delivered
2520,72,94,10,508.65,2915.28,2020-02-03,14 Manufacturers Terrace,PayPal,delivered
2521,717,742,93,373.73,8810.91,2020-10-11,24 Northview Road,PayPal,processing
2522,631,53,7,307.66,4990.42,2022-06-25,3591 Pond Drive,credit card,processing
2523,572,235,33,325.9,4376.39,2020-12-31,4 Mitchell Park,credit card,pending
2524,409,224,93,307.17,2608.26,2022-07-13,4 Gina Court,Apple Pay,processing
2525,452,370,51,950.13,1278.18,2022-09-29,11816 Anzinger Street,Apple Pay,delivered
2526,225,611,92,92.64,2865.03,2021-09-13,1032 Jana Drive,Apple Pay,pending
2527,893,628,89,546.09,3825.73,2022-07-22,88 Magdeline Terrace,credit card,pending
2528,108,483,70,777.56,471.64,2022-06-22,21129 Burrows Point,Apple Pay,delivered
2529,859,32,99,922.36,7433.81,2021-03-16,0 Moose Avenue,credit card,processing
2530,841,785,85,635.71,3729.48,2022-01-06,1 Birchwood Trail,PayPal,shipped
2531,802,130,93,556.68,9530.94,2021-01-02,2 Cottonwood Trail,credit card,shipped
2532,942,859,86,736.56,9828.8,2020-11-02,97495 Veith Hill,PayPal,delivered
2533,957,722,86,254.27,6125.71,2020-04-07,4 Forest Run Point,Apple Pay,delivered
2534,527,946,5,599.83,2622.39,2021-03-03,27383 Charing Cross Point,Apple Pay,processing
2535,311,19,13,952.1,5589.23,2021-12-02,358 3rd Plaza,PayPal,pending
2536,994,281,38,730.93,2141.01,2022-10-22,27621 Fairview Hill,Apple Pay,shipped
2537,964,127,99,58.19,8549.96,2022-03-04,715 Mifflin Crossing,credit card,processing
2538,132,423,88,843.37,3727.84,2021-10-25,87 Manitowish Drive,Apple Pay,processing
2539,510,728,28,231.14,3582.65,2021-03-05,7 Browning Plaza,Apple Pay,delivered
2540,764,777,84,874.13,6469.61,2022-02-14,5 Lakewood Park,credit card,shipped
2541,749,786,22,880.85,8119.69,2021-11-07,68418 Logan Street,PayPal,shipped
2542,844,85,1,856.53,6001.64,2022-12-13,2 Logan Drive,credit card,processing
2543,187,345,19,400.95,4517.5,2020-04-24,8 Texas Center,credit card,delivered
2544,256,331,78,485.71,8241.14,2021-04-27,5911 Arizona Court,credit card,pending
2545,890,518,22,254.63,6081.47,2022-01-07,8935 Miller Court,credit card,processing
2546,590,106,14,625.51,9020.6,2020-04-21,9204 Blaine Court,credit card,delivered
2547,875,862,68,652.72,662.36,2022-12-26,472 Union Avenue,Apple Pay,processing
2548,317,580,32,676.14,6022.14,2021-06-22,1030 Old Gate Drive,Apple Pay,pending
2549,491,81,82,476.42,8749.21,2021-12-10,79 Burning Wood Court,PayPal,processing
2550,848,688,83,953.75,4760.64,2020-06-19,34108 Cody Center,PayPal,pending
2551,402,442,37,511.54,7523.29,2020-02-09,4440 Scott Place,credit card,shipped
2552,164,91,88,221.4,1319.24,2022-08-31,4 Southridge Avenue,Apple Pay,shipped
2553,699,730,46,748.66,9520.74,2022-07-25,914 Gateway Drive,PayPal,pending
2554,258,799,37,910.36,9128.23,2022-10-09,30 Harbort Road,credit card,processing
2555,119,151,77,369.61,6069.35,2020-02-21,247 Charing Cross Crossing,PayPal,delivered
2556,878,332,13,77.47,6227.19,2022-03-11,094 Anzinger Park,PayPal,processing
2557,373,238,49,406.81,7396.06,2020-08-01,230 Waubesa Alley,credit card,pending
2558,608,131,17,955.5,5223.2,2020-04-21,26 Cottonwood Parkway,credit card,processing
2559,478,830,1,955.28,2931.46,2022-06-07,6 Nova Alley,PayPal,delivered
2560,820,434,1,107.61,987.89,2020-09-15,15 Reindahl Pass,Apple Pay,shipped
2561,356,670,42,260.91,1423.74,2021-11-05,6145 Monica Circle,Apple Pay,delivered
2562,626,330,33,98.38,8048.91,2022-10-12,378 Emmet Terrace,Apple Pay,shipped
2563,958,464,79,253.69,2464.93,2022-02-27,1 Summer Ridge Drive,PayPal,delivered
2564,458,916,30,370.13,4930.58,2022-06-21,2 Orin Terrace,Apple Pay,processing
2565,953,309,38,44.79,4099.58,2022-11-20,42709 Pond Way,PayPal,shipped
2566,483,848,43,758.28,2778.87,2022-04-21,3803 Jenna Drive,Apple Pay,delivered
2567,171,276,58,295.62,3601.38,2020-08-12,83 Walton Parkway,credit card,processing
2568,522,249,99,993.58,3568.68,2022-04-23,17 Maple Hill,Apple Pay,processing
2569,763,274,61,425.88,6635.01,2021-04-24,8 Parkside Hill,PayPal,processing
2570,894,726,14,636.43,1118.13,2022-02-05,7 Hayes Plaza,PayPal,delivered
2571,485,49,37,314.75,3431.6,2021-05-10,66 Lien Plaza,PayPal,processing
2572,594,466,23,53.6,8863.22,2020-12-30,02 Sherman Center,credit card,shipped
2573,538,590,19,999.51,7239.92,2020-07-13,2370 Barby Junction,Apple Pay,delivered
2574,856,701,97,842.42,5246.41,2020-04-12,77 Grover Center,credit card,delivered
2575,294,37,45,497.48,3977.0,2022-12-24,53 Goodland Parkway,credit card,delivered
2576,707,236,85,517.78,4807.34,2021-10-31,8115 Mifflin Point,PayPal,processing
2577,569,598,34,10.19,1704.38,2021-07-21,76028 Manitowish Street,Apple Pay,shipped
2578,316,485,27,414.82,6267.49,2022-03-20,0564 Annamark Circle,Apple Pay,pending
2579,741,14,22,527.07,9688.71,2020-03-05,438 Bay Crossing,credit card,pending
2580,753,608,31,785.18,3213.58,2021-12-06,108 Laurel Circle,PayPal,delivered
2581,884,896,11,761.15,244.69,2021-01-13,3 Anderson Terrace,Apple Pay,delivered
2582,990,755,76,76.2,8282.15,2021-04-18,5 Bayside Plaza,Apple Pay,delivered
2583,582,355,63,508.73,4916.44,2022-08-10,1 Cambridge Junction,PayPal,processing
2584,573,764,66,785.77,9343.03,2021-02-10,76255 Schurz Road,PayPal,shipped
2585,205,725,4,165.1,5216.36,2021-05-22,17 Brown Road,credit card,delivered
2586,767,612,54,688.35,3791.4,2021-02-03,470 Waxwing Hill,PayPal,delivered
2587,986,988,38,79.58,303.96,2021-01-26,38 Knutson Place,Apple Pay,delivered
2588,513,300,4,560.51,1775.05,2020-10-09,9 Ridge Oak Crossing,Apple Pay,processing
2589,887,489,66,812.22,8176.34,2022-03-17,478 Manufacturers Way,credit card,delivered
2590,728,793,84,875.97,1789.45,2021-03-31,04 South Hill,Apple Pay,pending
2591,11,576,65,220.23,4519.92,2022-08-08,5 Hudson Pass,PayPal,pending
2592,14,649,80,711.03,4618.38,2020-08-09,6 Aberg Terrace,PayPal,pending
2593,493,379,13,712.13,2175.08,2022-07-04,2886 International Parkway,PayPal,processing
2594,525,966,95,994.82,4202.15,2020-08-30,6 Dixon Hill,PayPal,delivered
2595,411,98,40,346.79,1083.26,2020-08-01,3 Lillian Place,PayPal,delivered
2596,213,810,69,697.42,240.4,2021-06-26,5708 Memorial Street,credit card,pending
2597,298,323,71,806.24,213.54,2020-05-23,458 Burrows Way,PayPal,pending
2598,237,10,52,550.61,9184.45,2021-09-01,568 Prairie Rose Trail,Apple Pay,delivered
2599,313,826,37,741.3,6685.37,2020-09-21,511 5th Center,PayPal,pending
2600,319,678,88,969.2,3862.07,2021-07-13,3 Burrows Court,credit card,processing
2601,706,834,67,613.09,3153.56,2021-12-15,57 Oriole Lane,PayPal,processing
2602,996,307,69,490.01,3446.44,2021-01-07,355 Hansons Point,credit card,shipped
2603,450,581,47,67.99,2121.33,2020-09-23,70104 1st Drive,PayPal,processing
2604,156,617,35,482.4,7347.73,2022-03-05,09519 Melody Hill,Apple Pay,delivered
2605,236,68,6,551.92,1982.21,2020-08-23,7 Holmberg Road,PayPal,processing
2606,925,882,45,154.24,8113.06,2022-01-10,5 Mandrake Circle,Apple Pay,delivered
2607,439,801,43,157.68,2303.81,2020-02-06,4 Lunder Point,Apple Pay,shipped
2608,257,136,85,152.33,9671.31,2020-12-21,01 Delladonna Park,Apple Pay,shipped
2609,829,864,36,54.77,1143.97,2022-11-02,7511 Badeau Plaza,credit card,shipped
2610,107,582,97,475.45,8171.18,2022-08-13,9338 Eastlawn Pass,Apple Pay,shipped
2611,341,96,52,603.36,920.47,2021-03-09,849 Kedzie Parkway,credit card,shipped
2612,211,849,28,232.58,1394.08,2021-02-14,8756 Dunning Crossing,PayPal,delivered
2613,895,578,83,212.35,9964.78,2020-01-07,2 Ryan Place,credit card,processing
2614,463,729,77,554.09,9513.8,2020-07-14,90 Oriole Park,PayPal,delivered
2615,809,980,28,789.15,3541.06,2020-08-28,79773 Jana Place,credit card,pending
2616,126,437,15,438.76,5405.4,2022-04-09,64055 Macpherson Alley,credit card,delivered
2617,128,883,87,590.28,9877.29,2021-04-11,9342 Boyd Trail,Apple Pay,delivered
2618,440,252,97,236.48,2127.19,2020-05-14,88 Sundown Parkway,credit card,delivered
2619,968,129,55,24.76,2910.16,2020-03-18,70590 Sutteridge Center,PayPal,pending
2620,457,121,74,728.13,3358.05,2021-11-09,6031 Grayhawk Trail,Apple Pay,processing
2621,592,991,33,600.5,8001.62,2021-02-06,127 Aberg Plaza,credit card,processing
2622,84,689,77,479.96,7221.85,2020-08-15,72 Carberry Hill,credit card,pending
2623,53,840,51,688.93,5167.19,2021-06-04,28245 Shelley Park,PayPal,delivered
2624,343,545,64,269.32,4417.23,2020-12-03,6 Lien Lane,PayPal,shipped
2625,32,788,85,236.73,4146.12,2021-12-31,4518 Waubesa Point,credit card,processing
2626,392,18,68,355.1,9393.24,2021-07-08,8 Evergreen Plaza,Apple Pay,processing
2627,656,891,97,318.3,2915.08,2021-05-18,56 Boyd Road,Apple Pay,pending
2628,683,192,95,935.42,4016.02,2021-07-02,4429 Nancy Circle,Apple Pay,shipped
2629,855,711,13,300.43,9990.86,2021-11-20,44760 Eastlawn Terrace,Apple Pay,pending
2630,776,619,64,82.31,689.71,2022-05-26,85 Surrey Crossing,PayPal,shipped
2631,632,993,96,160.04,8156.45,2021-12-06,7332 Shoshone Junction,PayPal,pending
2632,581,535,1,857.71,8576.2,2020-01-27,7615 Magdeline Drive,credit card,shipped
2633,309,819,65,298.15,1505.47,2020-03-24,038 Elgar Lane,PayPal,pending
2634,454,587,91,926.44,1568.14,2022-04-16,98 Bultman Lane,credit card,shipped
2635,754,318,39,303.28,3670.03,2020-02-09,4 Shoshone Drive,credit card,shipped
2636,103,86,88,132.67,9431.06,2020-05-05,84296 Logan Drive,Apple Pay,processing
2637,523,985,90,344.38,6511.86,2021-08-30,85827 Sherman Junction,PayPal,processing
2638,641,208,57,787.82,8135.16,2022-07-22,795 Claremont Way,PayPal,delivered
2639,416,723,4,762.12,9948.88,2020-10-20,18 Merry Trail,credit card,processing
2640,484,61,1,625.84,810.73,2021-10-19,1690 Warner Park,Apple Pay,shipped
2641,734,406,19,856.57,5070.25,2020-03-14,26094 Parkside Parkway,PayPal,pending
2642,140,169,77,582.12,879.38,2022-02-23,416 3rd Circle,PayPal,pending
2643,92,955,30,256.85,8265.24,2022-10-30,28315 Pierstorff Street,Apple Pay,delivered
2644,792,193,47,364.26,3633.83,2021-09-29,22 Colorado Way,PayPal,pending
2645,198,791,71,902.99,356.88,2020-06-23,020 Mayfield Park,credit card,delivered
2646,231,375,71,770.02,8121.95,2020-09-22,9498 Delaware Court,Apple Pay,pending
2647,192,75,71,499.54,2858.4,2021-09-28,20 Tony Court,credit card,shipped
2648,142,194,12,224.76,9637.79,2021-11-02,77552 Mesta Court,Apple Pay,shipped
2649,44,292,25,24.69,8313.87,2020-07-28,51337 Kensington Pass,Apple Pay,shipped
2650,342,111,42,606.74,4415.28,2020-12-27,7405 Green Ridge Point,Apple Pay,shipped
2651,729,943,70,298.96,7364.63,2022-07-21,1235 La Follette Avenue,Apple Pay,delivered
2652,773,368,64,527.98,7530.86,2022-05-22,9322 Lukken Trail,credit card,delivered
2653,410,237,83,587.61,4696.94,2020-02-06,27282 Dahle Court,PayPal,delivered
2654,830,657,38,974.32,3424.51,2022-12-30,56043 Myrtle Point,Apple Pay,delivered
2655,242,866,4,538.4,771.36,2022-03-22,704 Blaine Junction,credit card,shipped
2656,215,361,8,779.47,7912.22,2022-03-16,57 Holmberg Court,Apple Pay,pending
2657,553,527,46,647.56,8508.16,2020-05-15,15674 Steensland Avenue,PayPal,shipped
2658,274,917,45,854.73,9190.08,2022-05-11,5580 Rutledge Drive,Apple Pay,pending
2659,489,34,11,119.91,5134.93,2020-08-19,51970 Portage Street,PayPal,delivered
2660,657,616,32,727.47,1254.36,2022-10-27,5321 Ridgeway Terrace,credit card,processing
2661,87,101,93,995.75,4325.11,2021-06-17,22718 Parkside Circle,Apple Pay,processing
2662,23,153,17,831.05,1081.62,2020-03-21,588 Carioca Drive,credit card,processing
2663,28,550,21,18.05,2120.26,2022-10-10,26803 Morning Parkway,PayPal,pending
2664,876,346,28,531.63,3829.98,2020-02-02,9 Westridge Park,credit card,delivered
2665,355,610,5,835.53,827.3,2022-12-13,670 Homewood Circle,credit card,delivered
2666,433,553,76,100.39,4882.94,2022-08-21,6 Stang Road,PayPal,processing
2667,629,899,51,39.5,8555.21,2020-04-06,19211 Hollow Ridge Junction,credit card,pending
2668,267,20,90,731.48,1237.07,2021-05-11,86098 Barnett Lane,PayPal,delivered
2669,299,549,88,155.96,8620.32,2021-11-22,5349 Utah Road,Apple Pay,processing
2670,838,99,62,621.61,2533.29,2021-10-26,6445 Pine View Park,Apple Pay,delivered
2671,455,92,87,724.1,9413.26,2020-08-13,46212 Express Lane,PayPal,pending
2672,120,475,7,429.39,2674.84,2022-09-13,5 Declaration Parkway,credit card,pending
2673,999,962,13,652.5,3659.92,2020-04-08,2 Dixon Center,Apple Pay,delivered
2674,786,155,95,208.52,9011.68,2021-11-22,30417 Hansons Avenue,Apple Pay,shipped
2675,520,780,17,436.16,8779.99,2020-08-06,1 Canary Court,Apple Pay,processing
2676,736,782,57,87.59,5427.36,2022-06-15,88803 Armistice Junction,credit card,shipped
2677,880,772,1,341.53,8334.37,2021-06-17,9 Mendota Circle,credit card,delivered
2678,22,439,71,838.0,7708.9,2022-12-29,42723 Forest Place,Apple Pay,pending
2679,711,285,43,638.13,4062.82,2021-01-20,13507 Veith Road,Apple Pay,pending
2680,834,219,55,561.18,7958.42,2021-01-10,58 Lien Circle,PayPal,delivered
2681,487,908,31,362.0,3147.31,2022-07-11,9371 School Crossing,Apple Pay,delivered
2682,908,401,100,603.23,6267.9,2021-02-01,2 Arapahoe Point,PayPal,pending
2683,529,44,11,584.45,5128.0,2020-10-15,6420 Nova Point,credit card,delivered
2684,357,762,85,921.23,3100.13,2021-08-18,952 Kenwood Court,PayPal,shipped
2685,950,188,60,394.2,5255.14,2022-03-25,22 Mallory Lane,credit card,processing
2686,153,875,73,113.15,9211.49,2021-11-22,36817 Paget Point,credit card,delivered
2687,814,117,39,115.61,3393.1,2022-06-14,9083 Pierstorff Center,Apple Pay,delivered
2688,867,915,28,408.45,7013.97,2020-07-11,55 Emmet Street,Apple Pay,processing
2689,149,623,30,129.7,2336.02,2020-06-08,0 Vera Junction,PayPal,delivered
2690,59,960,58,24.7,7214.68,2021-05-22,41860 La Follette Center,Apple Pay,delivered
2691,562,108,24,453.25,9872.33,2021-08-28,30 Riverside Street,PayPal,pending
2692,944,963,64,568.84,1053.72,2020-01-03,1477 Sachs Parkway,Apple Pay,delivered
2693,75,386,65,805.67,9653.8,2022-08-10,0934 Toban Junction,Apple Pay,delivered
2694,933,857,23,927.68,4915.91,2020-05-03,20 Del Sol Trail,credit card,delivered
2695,121,675,14,644.5,2122.05,2021-03-10,36 Dovetail Trail,Apple Pay,pending
2696,946,802,24,653.38,8403.86,2022-05-11,63 Birchwood Plaza,Apple Pay,shipped
2697,64,716,8,733.32,189.87,2022-04-13,2 Novick Court,PayPal,shipped
2698,426,500,63,142.22,208.05,2022-12-12,1212 Shasta Court,PayPal,processing
2699,370,846,79,315.29,889.88,2020-01-18,09902 Upham Way,credit card,delivered
2700,905,445,94,709.85,4683.7,2021-01-27,77037 Rieder Court,PayPal,shipped
2701,892,413,55,462.62,2810.58,2022-06-05,23 Drewry Parkway,credit card,processing
2702,52,116,27,945.2,3563.66,2020-10-14,8045 Riverside Place,credit card,processing
2703,661,200,95,733.37,4141.48,2021-01-08,73598 Fair Oaks Point,PayPal,processing
2704,19,376,68,534.26,941.55,2020-05-15,5 Clyde Gallagher Lane,credit card,shipped
2705,934,294,39,317.66,2450.39,2022-07-01,5 Sachtjen Parkway,credit card,shipped
2706,79,824,69,847.65,9076.66,2022-09-04,28845 Sauthoff Way,Apple Pay,pending
2707,565,410,79,37.54,6850.35,2021-10-30,641 Vidon Road,Apple Pay,processing
2708,755,279,96,537.86,7814.45,2022-05-16,9 Elmside Park,PayPal,delivered
2709,143,225,9,277.34,626.82,2021-07-14,5 Golf Course Street,Apple Pay,shipped
2710,474,176,63,223.05,2362.99,2021-01-27,842 Summerview Circle,credit card,delivered
